"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
8559,45.97118759,-84.61474609,"past","climbing",277.9879965,12.75995146,290.8227188,5.858673202,263.4705564,9.195213573,258329.6173,6.461564361,1152.74,130.1,123.3,285.7,162.4,3.428763877,2.839720032,3.428771008,3,97.53357449,0,2.466425512,99.99833687,0.001663133,12.09252233,0.007386615
8605,31.0223999,-86.95123291,"past","climbing",292.576837,9.329917253,300.5056628,5.363696621,283.5666864,7.725189498,681173.1648,18.21661498,3005.268333,313.1,6.8,363.05,356.25,30.93477401,68.29486731,3.022704073,195.6590738,85.64278116,14.31630343,0.040915414,85.51048798,14.48951202,8.7365951,3.26798793
8638,41.74797821,-85.05975342,"past","climbing",283.7609105,12.59743242,296.678281,6.842033686,269.4879699,7.546545442,393515.8543,10.21974175,1749.968333,184,81.1,308.3,227.2,10.72418848,37.45224529,3.34952244,197.9673422,95.25940029,3.788672061,0.951927653,96.21069332,3.789306679,11.8966214,5.066266185
8670,52.50765991,-82.44369507,"past","climbing",270.8304613,16.10026378,287.1163684,7.060391061,251.8230434,10.51890801,146427.3448,3.350681185,671.5583333,88.25,134.55,271.15,136.6,3.011764331,1.123426996,3.011764831,3,100,0,0,99.99574911,0.004250887,14.37879932,0.021430485
8717,39.43369293,-85.08508301,"past","climbing",284.8444641,11.57789037,296.5274608,6.414811158,272.3165053,7.772102771,414403.5455,10.80041957,1834.541667,190.9,79.1,318.85,239.75,12.78597738,42.40441849,3.073856709,197.2939145,95.02028719,4.979712814,0,94.99942448,5.000575523,10.56031156,4.042195614
874,50.78769302,-121.1401062,"past","climbing",276.3444727,10.90083129,286.9790628,6.821712022,265.6485092,8.403315132,221827.4677,5.446804601,966.23,118.65,128.6,280.7,152.1,3.006554917,0.28355553,3.006554917,NA,100,0,0,100,0,12.99711427,0
8790,38.41118622,-84.85873413,"past","climbing",285.1708897,10.84168184,296.0631508,5.794560477,273.6510552,7.61286349,434533.5804,11.36003453,1919.988333,198.1,70.2,324.85,254.65,10.13119716,36.52553313,3.033464035,194.2024984,96.3343884,3.641201312,0.024410288,96.28719518,3.712804823,9.703466027,2.013671608
8822,50.22758102,-82.07794189,"past","climbing",273.0434938,15.91078478,289.3545167,6.825243504,254.7084797,10.96543164,208107.9782,5.065402793,931.3433333,111.35,128.15,278.9,150.75,3.171167723,5.714964933,3.007345657,148.0413223,99.91598443,0.084015571,0,99.88704573,0.112954268,12.76096886,0.376583362
8859,38.68490219,-84.37936401,"past","climbing",284.8657706,10.86810553,295.734185,5.814908252,273.3486531,7.681136404,431092.6791,11.26437748,1901.536667,196.2,69.9,326.05,256.15,9.684274108,35.36407758,3.058691859,194.3640383,96.5715258,3.37742992,0.051044281,96.53664554,3.46335446,9.443504501,1.881038522
8891,51.10173798,-81.31384277,"past","climbing",272.3137451,15.92285074,288.2045862,7.502146255,253.8227667,10.80189638,180027.6175,4.284768767,811.0583333,102.35,129.9,277.9,148,3.005346025,0.676134678,3.005348197,3,100,0,0,99.95939728,0.040602725,12.04299322,0.095402147
